authorId,name,aliases,citationCount,papers,fieldsOfStudy
1387475042,M. Pujades-Rodriguez,"['Mar Pujades‐rodriguez', 'M Pujades-rodriguez', 'M. Pujades-rodriguez', 'Mar D M Pujades-rodriguez', 'M Pujades-rodríguez', 'Mar Pujades‐rodríguez', 'Mar Pujades-rodriguez', 'Mar Pujades-rodríguez']",5982,,None
1471887945,Kate Furman,,1,,Computer Science
153692128,J. Gadau,"['J Gadau', 'Juergen R. Gadau', 'J. Gadau', 'Jürgen Gadau', 'Juergen Gadau']",1368,,Sociology
2079827134,Baird,['Baird'],0,,None
3633647,Z. Frikha,"['Z Frikha', 'Z. Frikha', 'Zied Frikha']",235,,None
49732095,Annamária Bánfi,"['Anna Banfi', 'Annamaria Banfi']",56,,Psychology
97679523,S. Khanagha,"['S. Khanagha', 'Saeed Khanagha']",633,,Sociology
3295290,M. Kordaki,"['M. Kordaki', 'Maria Kordaki']",900,,Sociology
4689947,Tobias Wolbring,,648,,Sociology
144608861,R. Riolo,"['Rick Riolo', 'Rick L Riolo', 'R. Riolo', 'R L Riolo', 'Rick L. Riolo']",6311,,Psychology
2167867878,Sucar,,1,,None
8085651,W. Swann,"['W B Swann', 'William B Swann', 'Will Swann', 'William B. Jr. Swann', 'W Swann', 'William Swann', 'William B. Swann']",29476,,Sociology
2121476962,Rajib Prasad,,190,,Political Science
120310098,Luana Marrocco,,9,,Computer Science
2262838,Arif Canakoglu,,820,,None
119070468,Ellie F Yang,['Ellie Fan Yang'],8,,Psychology
144226508,J. Korbel,"['J Korbel', 'Jan O. Korbel', 'J O Korbel', 'J. O. Korbel', 'J. Korbel', 'Jan. O. Korbel', 'Jan Korbel', 'Jan O Korbel']",62507,,Psychology
119380506,Y. Mohammad,"['Yousef Mohammad', 'Yousefi Tabaee Seyyed Mohammad']",14011,,Psychology
2116519817,Chen Li,['Chen Wen Li'],1398,,None
1410176686,Marc A. Smith,['Marc Smith'],9144,,Sociology
39861773,Elmar Schlueter,['Elmar Schlueter'],1182,,Sociology
83302144,Anastasia Zhukova,,47,,Sociology
6832010,T. Gutierrez,"['T. Gutierrez', 'Thoralf Gutierrez']",92,,Computer Science
121206964,Julie R. Berlin,['Juliette Berlin'],45,,Medicine
1401386360,Pablo López-García,,80,,Political Science
3491097,E. Goharian,"['E. Goharian', 'Erfan Goharian']",907,,None
4637474,Willem W. A. Sleegers,"['Willem Sleegers', 'Willem W A Sleegers', 'Willem W.a. Sleegers']",356,,Sociology
2144572899,Sang-Hun Lee,['Sanghyuk Lee'],233,,Physics
144097743,D. Ruiz,"['D Ruiz', 'D. Ruiz', 'Daniel Ruiz']",929,,Physics
1409271292,Francisco Romero-Ferrero,,226,,Physics
114285168,A. Chen,"['A Chen', 'A W Chen', 'A. Chen', 'A. W. Chen']",7872,,Physics
143982534,P. Arnold,"['P. Arnold', 'Pamela L. Arnold', 'Pamela Arnold']",134,,Psychology
32574487,A. C. Levi,"['A C Levi', 'Andrea C. Levi', 'A. C Levi', 'A. C. Levi', 'Andrea C Levi', 'A.c. Levi', 'And Carlos Levi']",2024,,Physics
2488381,K. Donnay,"['K. Donnay', 'Karsten Donnay']",991,,Sociology
51997419,M. Mohamedou,"['Mohammad-mahmoud Mohamedou', 'Mohammad-mahmoud Ould Mohamedou']",70,,Sociology
31183599,F. Astiz,"['F. Astiz', 'Fernández Astiz']",22,,Computer Science
2125706147,Kyraki Kalimeri,,0,,Computer Science
35029557,L. Basso,"['L Basso', 'L V Basso', 'Lawrence V. Basso']",151,,None
118511900,Pokrajac,['Pokrajac'],0,,Philosophy
34529091,H. Huizenga,"['Hilde M. Huizenga', 'Hilde Huizenga', 'H. M. Huizenga', 'Hilde M. H. Huizenga', 'H M Huizenga', 'Hilde Maria Huizenga', 'H. Huizenga', 'H.m. Huizenga', 'Hilde M H Huizenga', 'Hilde M Huizenga']",3846,,Sociology
3174676,A. Olsson,"['A Olsson', 'A. Olsson', 'Andreas Olsson']",4773,,Psychology
2005765730,Chen Zur,,0,,Computer Science
1713245,Khaled M. Elbassioni,['Khaled Elbassioni'],2765,,None
145399848,J. Matheson,"['J. Matheson', 'Joanna M Matheson', 'Joanna Matheson']",2248,,None
1767790,L. Cerf,"['Loic Cerf', 'Loïc Cerf', 'Löıc Cerf', 'Loı̈c Cerf', 'L. Cerf']",871,,None
51199855,Kadeem Pitkin,,59,,Computer Science
2156058209,Li Li,,95,,Physics
3119101,David A. Broniatowski,"['David A Broniatowski', 'D. A. Broniatowski', 'David Broniatowski', 'David André Broniatowski', 'David Andre Broniatowski', 'D. Broniatowski']",3225,,Sociology
2109973178,Jin Zhao,,9,,None
93293819,T. Shirai,"['T. Shirai', 'Tsuneo Shirai']",422,,None
52251749,U. Kronman,"['U. Kronman', 'Ulf Kronman']",22,,Sociology
145138656,A. Valleron,"['A.‐j. Valleron', 'A. J. Valleron', 'Alain-j Valleron', 'A Valleron', 'A.j. Valleron', 'A-j Valleron', 'A. -j. Valleron', 'A. ‐j. Valleron', 'A-j. Valleron', 'Alain‐jacques Valleron', 'Alainjacques Valleron', 'Alain-jacques Valleron', 'A.-j. Valleron', 'A J Valleron', 'Alain Jacques Valleron']",10983,,Psychology
2158843,P. Sackett,"['P. Sackett', 'Paul R Sackett', 'Paul Sackett', 'P R Sackett', 'Paul R. Sackett', 'P. R. Sackett']",17055,,Sociology
2095370208,M. Muenchmeyer,,2793,,Physics
145188857,A. Elmagarmid,"['Ahmed Elmagarmid', 'Ahmed K. Elmagarmid', 'A.k. Elmagarmid', 'A. Elmagarmid', 'A. K. Elmagarmid', 'Ahmed Khalifa Elmagarmid']",23650,,Political Science
51880967,J. Dulá,"['J Dula', 'Janet Dula', 'Janeth Dulá', 'Janeth Dula']",112,,Medicine
152757492,D. Roberts,"['D. Allen Roberts', 'D.allen Roberts', 'David Allen Roberts', 'D Allen Roberts']",12062,,None
2818179,Niall Keleher,"['Niall C. Keleher', 'Niall Carrigan Keleher']",2210,,Psychology
2131253914,Negar Mohammadi,,3,,Psychology
65836291,Daniel A. Hashimoto,['Daniel A Hashimoto'],564,,Psychology
113404529,Joseph W. Bajjalieh,"['Joe Bajjalieh', 'Joseph Bajjalieh', 'Joseph W Bajjalieh']",112,,Sociology
107667143,Yue Meng,,79,,Physics
2118021317,Sung-Han Kim,['Sung‐han Kim'],440,,None
1704715,J. Hou,"['Jennifer C. Hou', 'J.c. Hou', 'Jennifer Hou', 'J. C. Hou', 'J. Hou']",12193,,None
123301607,Alex Mari,,45,,None
2158859272,Chris Tandoi,,11,,Physics
3254306,B. Rhead,"['B. Rhead', 'Brooke Rhead', 'Brooke L. Rhead']",10361,,None
1681568,Michael Sintek,,6738,,None
7951277,Darshan M. Shankaralingappa,,2,,Computer Science
144131078,M. Connelly,"['M Connelly', 'Matthew J Connelly', 'Matthew R. Connelly', 'Matthew Connelly']",1021,,Sociology
88259203,Lior Kashani Ligumsky,,0,,None
6376578,Brittany M. Charlton,"['Brittany Charlton', 'Brittany M Charlton']",1070,,Sociology
49853634,Melissa Hughes,"['Melissa Hughes', 'Melissa Piano Hughes']",1505,,Psychology
1456663394,Amnon Raz-krakotzkin,"['Amnon Raz-krakotzkin', 'Amnon Raz‐krakotzkin']",186,,Sociology
3397133,Valérie Hinard,['Valérie Hinard'],494,,None
6926161,C. Economos,"['C D Economos', 'C. D. Economos', 'Christina Economos', 'C. Economos', 'C Economos', 'C D. Economos', 'Christine Economos', 'Chris Economos', 'Christina D. Economos', 'Christina D Economos']",7457,,Sociology
10164766,Doori Oh,,63,,Medicine
89369959,M. Paulina,"['Meza Paulina', 'M. Mitrea Paulina']",1,,Medicine
2057764828,J. P. Antonio,"['Juliana P. Antonio', 'Juliana P Antonio', 'Juliana Peçanha Antonio']",150,,None
32009009,Arpit Merchant,,229,,None
1752960,Marie Christin Platenius,,165,,None
49267591,Á. Duque,"['Alvaro Duque', 'Alvaro Javier Duque', 'Alvaro J Duque', 'A Duque', 'Alvaro J. Duque', 'A. J. Duque', 'Álvaro Duque']",6420,,Political Science
15443986,Yanbei Hou,"['Yan Hou', 'Yan-bing Hou']",1530,,None
4726999,Andrew Luttrell,"['Andrew Luttrell', 'Andrew Lionel Luttrell']",510,,Sociology
2525610,J. Beever,"['J E Beever', 'Jonathan Beever', 'J.e. Beever', 'Jonathan Edward Beever', 'Jon Beever', 'J. E. Beever', 'J Beever', 'Jonathan E Beever', 'Jonathan E. Beever', 'J. Beever', 'John Beever']",4968,,Sociology
73745769,J. Seok,"['J Seok', 'Jeong‐ho Seok', 'J. H. Seok', 'J.-h. Seok', 'Jeong Ho Seok', 'Jeong-ho Seok']",1496,,Psychology
145714745,O. Diekmann,"['O Diekmann', 'O. Diekmann', 'Odo Diekmann']",18414,,Physics
79448594,F. Rassouli,"['F. S. Rassouli', 'Fatemeh Rassouli', 'Fatemeh S. Rassouli']",162,,None
2072738254,V. Patel,"['V. Patel', 'Vikram Patel']",0,,None
2075692032,Hugh Drummond,"['Hugh James. Drummond', 'Hughw. Drummond']",109,,Psychology
37747895,R. Barrio,"['Rafael Ángel Barrio', 'R. A Barrio', 'R. Barrio', 'Rafael A Barrio', 'R. A. Barrio', 'R Barrio', 'R A Barrio', 'Rafael A. Barrio', 'Rafael Barrio']",2630,,Sociology
82965276,D. Accetta,"['D. Accetta', 'Domenico A Accetta', 'Domenico Accetta']",14,,None
3091174,Kaustubh Beedkar,,78,,Computer Science
2162117046,Michael Gaddis,,456,,Medicine
144732043,S. Chevalier,"['S Chevalier', 'S. Chevalier', 'Sylvie Chevalier']",287,,None
2109325370,Abhinav Sharma,"['Abhinav Sharma', 'Abhinav Gautam Dr. Deepak Kumar Sharma', 'Abhinav K Sharma', 'Abhinav K. Sharma']",3092,,None
46244205,Yehonatan Sella,,122,,None
48843817,R. Ge,"['R. L. Ge', 'Rili Ge', 'Ri Li Ge', 'Ri-li Ge', 'Ri‐li Ge', 'R Ge', 'R L Ge', 'R-l Ge']",3195,,None
3352716,E. Vallazza,"['E. S. Vallazza', 'E Vallazza', 'Erik Silvio Vallazza', 'Erik Vallazza', 'E. Vallazza']",8776,,Physics
66790437,Maria Teresa Melfi,,38,,Medicine
5271504,F. Diogo,"['F Diogo', 'F. Diogo', 'Francisco Serra Pissarra Tato Diogo', 'Francisco Diogo']",7937,,Physics
117057848,S. Inala,"['S Inala', 'Sanjana Inala']",10,,Medicine
47818198,Liming Luke Chen,"['Li-ming Chen', 'Lim Li Chen', 'Liming Chen']",4994,,Psychology
2153675751,Yang Wang,,193,,Sociology
2174410309,R. S. Moreira,"['Rafael S Moreira', 'Rafael Silveira Moreira']",7,,Medicine
145434956,R. Klein,"['Ronald I. Klein', 'R. Klein', 'R Klein', 'Ronald Klein', 'R E Klein', 'Ron Klein', 'Ronald E Klein']",126001,,Psychology
2710058,J. AlGhamdi,"['J. Alghamdi', 'Jarallah Alghamdi', 'Jarallah S. Alghamdi', 'Jarallah Saleh Alghamdi']",374,,Mathematics
122955764,D. Kopanitsa,"['D G Kopanitsa', 'D.g. Kopanitsa', 'Dmitrij Kopanitsa', 'D. G. Kopanitsa']",38,,None
36573965,C. Szymanski,"['C. Szymanski', 'Craig J Szymanski', 'Craig J. Szymanski', 'Craig Szymanski']",2341,,Medicine
116885564,N. Artyukhova,"['N. V. Artyukhova', 'Nadezhda V. Artyukhova', 'Nadezhda Artyukhova']",18,,Physics
2267819,K. Liolis,"['Konstantinos Liolis', 'Konstantinos P. Liolis', 'K. P. Liolis', 'K.p. Liolis', 'K. Liolis']",1232,,Physics
47792665,K. Shibuya,"['K Shibuya', 'K. Shibuya', 'Kenji Shibabaw Shibuya', 'Kenji Shibuya']",136548,,Psychology
2059844121,Nuan Wen,,188,,None
33122761,P. Bonte,['Pieter Bonte'],258,,None
35860097,R. Schlaepfer,"['R. Schlaepfer', 'Rodolph Schlaepfer', 'Rodolphe Schlaepfer']",1621,,Sociology
2089084,J. Gawron,"['Jean M Gawron', 'J Mark Gawron', 'J Gawron', 'Jean Mark Gawron', 'J. Mark Gawron', 'Jack Gawron', 'J. Gawron', 'J. M. Gawron', 'Jean-mark Gawron']",1927,,Psychology
1396536777,D. Carvalho-Silva,"['Denise R. Carvalho‐silva', 'Denise R Carvalho-silva', 'D Carvalho-silva', 'Denise R. Carvalho-silva', 'D.r. Carvalho‐silva', 'D. R. Carvalho-silva', 'Denise Carvalho-silva', 'D R Carvalho-silva', 'D.r. Carvalho-silva']",9881,,Political Science
2057078797,Hieu Tran,['Hieu Trung Tran'],174,,Computer Science
32622487,N. Valenzuela,"['N. Valenzuela', 'Nohelia T Valenzuela', 'Nohelia T. Valenzuela', 'Nohelia Valenzuela']",48,,Psychology
2096743794,Roberto Bolzani,,24,,Psychology
83948336,G. Navis,"['G.j. Navis', 'Gerjan J Navis', 'G. Navis', 'Gerjan J. Navis', 'G. J. Navis', 'G Navis', 'Gerjan Navis', 'G J Navis']",36482,,Psychology
2009622,C. Pennetta,"['C Pennetta', 'Cecilia Pennetta']",863,,Psychology
2113464047,John Murray,['John Courtney Murray'],1,,None
1404313655,Ananta Soneji,,44,,Computer Science
6507957,K. Allendorf,"['K Allendorf', 'K. Allendorf', 'Keera Allendorf']",1649,,Sociology
46255767,S. Giansante,"['S. Giansante', 'Simone Giansante']",768,,None
7379491,K. B. Gubbels,"['K B Gubbels', 'K. B. Gubbels', 'Koos B Gubbels', 'Koos B. Gubbels']",645,,Physics
4698642,N. Taback,"['N. Taback', 'Nathan Taback', 'Nathan Asher Taback', 'Nathan A Taback', 'N Taback']",2335,,Political Science
2055786007,J. Gross,"['J J Gross', 'James Gross', 'James J. Gross', 'James J Gross']",93,,Psychology
2117535,Hamid Nazerzadeh,,1616,,None
1887046,S. Fomin,"['Sergey Fomin', 'S. V. Fomin', 'S.v. Fomin', 'S. Fomin', 'Sergey V. Fomin', 'S V Fomin']",393,,None
4219233,H. Stanley,"['H. Stanley', 'H. E. Stanley', 'Harry Eugene Stanley', 'H. Eugene Stanley', 'H.eugene Stanley', 'H.e. Stanley', 'H. Eugen Stanley', 'H Eugene Stanley', 'H E Stanley', 'Harry E. Stanley']",140256,,Sociology
7405877,L. Warmelink,"['L. Warmelink', 'Lara Warmelink']",726,,Sociology
25661682,M. Haverfield,"['M. C. Haverfield', 'Mary Haverfield', 'Marie Haverfield', 'Marie C Haverfield', 'M.c. Haverfield', 'Marie C. Haverfield', 'Marie Christine Haverfield']",381,,Sociology
144055428,W. Collins,"['Wesley Collins', 'W. Matthew Collins', 'W Matthew Collins', 'Wesley M. Collins', 'W. M. Collins']",135,,Sociology
6347854,A. Lionetto,"['Andrea Lionetto', 'A. M. Lionetto', 'A M Lionetto', 'A Lionetto', 'A. Lionetto', 'Andrea M. Lionetto']",6968,,Physics
2470131,S. Dhara,"['S Dhara', 'S. Dhara', 'Santanu Dhara']",4954,,None
31726059,A. Gros,"['A. Gros', 'Andreas Gros']",526,,Sociology
145793422,C. D. Laat,"['C. De Laat', 'C.t.a.m. De Laat', 'Cees De Laat', 'Cees T. A. M. De Laat']",5690,,Political Science
2205432665,Jeff Leiden,,0,,None
4501248,C. Mottin,"['Cláudio Corá Mottin', 'C C Mottin', 'Claudio C Mottin', 'Claudio Corá Mottin', 'Cláudio Cora Mottin', 'C. C. Mottin', 'C Corá Mottin', 'Claudio Cora Mottin', 'Cláudio Mottin', 'Claudio C. Mottin', 'Cláudio C. Mottin', 'Cláudio C Mottin']",2056,,None
2074394877,Ruth,['Ruth'],37,,Psychology
30654949,Charlotte Christensen,"['Charlotte B. Christensen', 'Charlotte Bremer Christensen']",187,,None
2094051814,P. Friedman,"['P. Friedman', 'Paula. Friedman', 'Paula Friedman', 'Paul D. Friedman']",634,,Political Science
1720151,M. Marathe,"['M.v. Marathe', 'M. Marathe', 'Madhav V. Marathe', 'Madhav Vinayak Marathe', 'M. V. Marathe', 'Madhav V Marathe', 'Madha V. Marathe', 'Madhav Marathe']",14245,,Sociology
4402133,M. Bee,"['M A Bee', 'Mark A. Bee', 'Mark Bee', 'M. A. Bee', 'Mark A Bee']",4716,,Sociology
2111962097,Jan H. van Staalduinen,,0,,Computer Science
39597645,N. Shimoda,"['N. Shimoda', 'Naohiro Shimoda']",1057,,None
2057955897,M. Petrova,"['M.v Petrova', 'Marina Petrova', 'Marina V. Petrova']",3,,Psychology
2257619,P. Possenti,"['P Possenti', 'P. Possenti', 'Philippe Possenti']",207,,None
28830938,Tasuku Igarashi,,911,,Sociology
4523925,C. Elnitsky,"['Christine A Elnitsky', 'Christine A. Elnitsky', 'C Elnitsky', 'C A Elnitsky', 'Christine Elnitsky']",636,,Psychology
1712216,S. Viaene,"['S. Viaene', 'Stijn Viaene']",4929,,Sociology
144660491,Sayan Ghosh,,103,,Mathematics
1398241945,E. Frías-Martínez,"['E. Frías-martínez', 'Enrique Frı́as-martı́nez', 'Enrique Frías-martínez', 'Enrique Frias-martinez', 'E. Frias-martinez', 'E Frias-martinez', 'E. Fŕıas-mart́ınez']",3796,,Psychology
34628359,F. Passaro,"['F Passaro', 'F. Passaro', 'Federico Passaro']",362,,None
50616616,D. Gatti,"['D Gatti', 'D. Gatti', 'Davide Gatti']",1116,,Physics
35235707,A. Diklić,"['A Diklic', 'A Diklić', 'Ana Diklic', 'Ana Diklić']",76,,Political Science
144797131,M. Gil,"['M.a. Gil', 'Michael A Gil', 'Michael Gil', 'Michael A. Gil']",536,,Psychology
11404731,Elmira Shahrabi,,280,,Materials Science
49923591,Hye-ryoen Lee,['Hye-ryeon Lee'],707,,Sociology
2349438,M. Coltheart,"['M Coltheart', 'M. Coltheart', 'Max Coltheart']",35275,,Sociology
32252764,Raymond T. Eddy,['Ray Eddy'],8,,Psychology
1704227205,Celia Esteban-Serna,,170,,None
102379228,V. Ponce,"['V.h. Ponce', 'V. H. Ponce', 'V H Ponce', 'V. Ponce', 'Victor Hugo Ponce']",4580,,Physics
82848518,Rebecca Foreman,,249,,Medicine
2122616593,Lisa Anton-Boicuk,,56,,Psychology
1393142569,Tamim Jabban,,0,,Geography
2152798184,Yang Liu,,225,,None
2028850173,Ornella Wafo Noubissie,,1,,Medicine
2157135032,Zhije Li,,4,,Geography
1988654955,Perez Ogayo,,202,,Computer Science
72662451,R. Keesing,"['R. M. Keesing', 'Roger Keesing', 'Roger M Keesing', 'Roger M. Keesing']",4452,,Sociology
9096822,Ma Jianqiang,['Ma Jianqiang'],21,,Physics
2997784,Peter D. Crompton,"['Peter Crompton', 'Peter D Crompton', 'Peter Dobbs Crompton']",5879,,None
88073121,C. Castiglioni,"['C. Castiglioni', 'Cinzia Castiglioni']",150,,Sociology
31653936,Adam G. Hughes,"['Adam G Hughes', 'Adam Garrett Hughes', 'Adam Hughes']",60,,Sociology
91032827,Gesa Biermann,,79,,Sociology
98841829,S. Hughes,"['S. Hughes', 'Shawn J Hughes', 'S. J. Hughes']",36,,Physics
1711849,T. Radtke,"['T. Radtke', 'Theda Radtke']",597,,Psychology
144909373,T. Rantanen,"['T Rantanen', 'T. Rantanen', 'Taina Rantanen']",22852,,Sociology
4105797,M. Laidre,"['M. E. Laidre', 'Mark E Laidre', 'Mark Laidre', 'Mark E. Laidre']",2382,,Sociology
5359302,Rainer Kujala,,310,,Psychology
114021498,Dan Demetriou,"['Daniel Demetriou', 'Daniel George Demetriou']",85,,Sociology
101444997,B. Mansoux,['Bruno Mansoux'],900,,Physics
3243943,Peter Melim,,1,,Computer Science
10017670,Kristina N. Whisenhunt,"['Kristina N Whisenhunt', 'Kristina Whisenhunt']",416,,None
5897167,R. Rimal,"['Rajiv N Rimal', 'Rajiv Rimal', 'Rajiv Nath Rimal', 'R.n. Rimal', 'Rajiv N. Rimal', 'R. N. Rimal', 'R N Rimal']",8253,,Sociology
6169389,S. Veresoglou,"['S. Veresoglou', 'Stavros Veresoglou', 'Stavros D. Veresoglou', 'Stavros D Veresoglou', 'S D Veresoglou']",3602,,Sociology
8242230,Ori Roethler,,56,,None
4080666,Felix Holzmeister,,2366,,Sociology
6022161,Hsin‐Ching Lin,"['Hsin Ching Lin', 'Hsin-ching Lin']",3233,,None
51136528,Jiaxin Pei,,98,,Computer Science
4952080,S. Wongvibulsin,"['S Wongvibulsin', 'S. Wongvibulsin', 'Shannon Wongvibulsin']",448,,None
35466212,Qiankun Zhong,,63,,None
9675244,William P. Eveland,['William P. Eveland'],6811,,Sociology
2056776544,Victor Akinode,,61,,Computer Science
144599190,C. Partridge,"['C. Partridge', 'Craig Partridge', 'Craig El Cerrito Partridge']",10929,,Political Science
1969120,Pravallika Devineni,,79,,None
3874530,John Protzko,,715,,Psychology
94034875,L. Giles,"['L. Giles', 'Lee-jane Giles', 'L J Giles', 'Lee Giles', 'L Giles', 'L. J. Giles']",28,,History
2143201050,Rufei Liu,,5,,Sociology
46348531,D. Feist,"['D. Feist', 'D. G. Feist', 'Dietrich G Feist', 'Dietrich G. Feist']",2383,,Physics
2064077049,C. Clemente,"['C Clemente', 'Claudio Clemente']",245,,Geography
6733263,Doshik Yun,,303,,Sociology
2116504190,Min-Soo Kim,,775,,None
122414401,T. Logar,"['T. Logar', 'Tomas Logar']",17,,Political Science
2137214997,M. Dreher,"['M. Dreher', 'Michael Dreher']",453,,Medicine
143924700,H. Glass,"['H Glass', 'H.d. Glass', 'H. Glass', 'Henry Glass', 'Henry D. Glass', 'H. D. Glass']",10093,,Physics
101164720,G. Rodriguez,"['G Rodriguez', 'G. R. Gonzalvo Rodriguez', 'Galo Rafael Gonzalvo Rodriguez']",5719,,Physics
47435541,J. Albert,"['J S Albert', 'J. S. Albert', 'James Spurling Albert', 'James Albert', 'James S. Albert', 'James S Albert', 'J. Albert']",6367,,None
2074909497,K. Whitaker,"['K Whitaker', 'Kirstie J. Whitaker', 'Kirstie Whitaker']",150,,Psychology
2027035476,H. Suzuki,"['H. Suzuki', 'Hideyuki Suzuki']",792,,Sociology
143974140,S. Valenzuela,"['S. Valenzuela', 'Sebastian Valenzuela', 'Sebastián Huneeus Valenzuela', 'Sebastián Valenzuela']",8673,,Sociology
2810738,J. Vice,"['Jack M Vice', 'Jack M. Vice', 'Jack Vice', 'Jack Maxwell Vice']",353,,None
50677098,R. Hall,"['R. H. Hall', 'Richard Hammond Hall', 'Richard Hall', 'Richard H. Hall', 'R.h. Hall', 'R H Hall']",8936,,Sociology
1382176391,Alper Karababa,['Alper Karababa'],57,,Psychology
1401245811,F. Wagner-Cremer,"['F. Wagner-cremer', 'F. Wagner‐cremer', 'Friederike Wagner‐cremer', 'Friederike Wagner-cremer']",1357,,None
12552294,T. Suna,"['T. Hosoya Y. Suna', 'Teemu Suna']",641,,Psychology
38623383,A. Goto,"['A Goto', 'A. Goto', 'Atsushi Goto']",57336,,None
145954514,J. Holden,"['Jeanette J. A Holden', 'Jeanette Holden', 'Jeanette J A Holden', 'Jeanette J Holden', 'J. J. A. Holden', 'J. J. Holden', 'Jeanette J.a. Holden', 'Jeanette Ja Holden', 'Jeanette J. A. Holden', 'J. A. Holden', 'Jeanette J. Holden', 'J J Holden']",4905,,Sociology
46537122,T. Kamae,"['T Kamae', 'T. Kamae', 'Tsuneyoshi Kamae']",2800,,Physics
7391008,Shintaro Tanno,,0,,Computer Science
113226816,Masaru Higashi,,2,,History
52608104,David J. Sylvan,"['David Sylvan', 'Davidj. Sylvan']",552,,Sociology
2412908,Narasimha Paravastu,"['Narasimha S Paravastu', 'Narasimha S. Paravastu']",101,,Sociology
1382465065,S. Dagoret-Campagne,"['S Dagoret-campagne', 'S. Dagoret-campagne', 'Sylvie Dagoret-campagne']",7470,,Political Science
145673531,Nuno Santos,"['Nuno C. Santos', 'Nuno Miguel Carvalho Santos']",1764,,None
1785816,A. Provetti,"['A. Provetti', 'Alessandro Provetti']",1640,,Sociology
7797800,S. Aldhahri,"['S Aldhahri', 'Saleh Aldhahri', 'Saleh F. Aldhahri', 'Saleh Fahed Aldhahri', 'Saleh Fahed S Aldhahri', 'Saleh F Aldhahri']",16325,,None
47172751,A. Magnani,"['A Magnani', 'A. Magnani', 'Andrea Magnani', 'Andrea Par Magnani']",717,,None
2026107741,J. Beitner,"['J Beitner', 'Julia Beitner']",593,,Sociology
145397970,Ling Zheng,,133,,Psychology
11914137,C. Varadharajan,"['C. Varadharajan', 'Charu Varadharajan', 'Charuleka Varadharajan']",1523,,Political Science
2685682,R. Adler,"['R. F. Adler', 'References Adler', 'Rachel F Adler', 'Rachel F. Adler', 'Rachel Adler', 'Rachel H Adler']",593,,Psychology
2907630,C. Kieling,"['C Kieling', 'C. Kieling', 'Christian Kieling', 'Christian Costa Kieling']",48392,,Sociology
74872604,J. Nijs,"['Jo Nijs', 'Jos Nijs', 'J Nijs', 'J. Nijs', 'Johan Nijs', 'J.c.m. Den Nijs']",17935,,Psychology
2007671,K. Hunt,"['Kate Hunt', 'K. Hunt', 'Kate Collins Hunt', 'K Hunt', 'Kathryn Hunt']",16647,,Sociology
48767620,A. Sato,"['A Sato', 'A. Sato', 'Akihiro Sato']",1300,,Physics
145920653,Samer Hassan,"['Samer Hassan', 'Samer Sami Hassan']",1993,,Sociology
2067069567,Sándor Márton,"['Sandor Marton', 'Sándor József Márton']",9,,Political Science
143750218,D. Margolis,"['D. Margolis', 'D J Margolis', 'David Margolis', 'D.j. Margolis', 'David Joel Margolis', 'D. J. Margolis', 'David J Margolis', 'D Margolis', 'David J. Margolis']",62762,,Sociology
1699123,L. Bertossi,"['L. Bertossi', 'Leopoldo Bertossi', 'Leo Bertossi', 'Leopoldo E. Bertossi']",4820,,None
145410401,P. Thomas,"['Paul D Thomas', 'Paul Thomas', 'Paul D. Thomas', 'Paul David Thomas', 'P D Thomas']",31284,,Physics
12604406,P. Chithaiah,"['P Chithaiah', 'P. Chithaiah', 'Pallellappa Chithaiah']",366,,Physics
104021133,Mauro Migliavacca,,15,,Sociology
104494914,J. Ortega,"['José Luis Gallego Ortega', 'José-luis Ortega', 'José Luis Ortega']",2138,,Sociology
2097472,Pranjal Agrawal,,46,,Psychology
47942731,R. Chiche,"['R Chiche', 'R. Chiche', 'Ronic Chiche']",1092,,Physics
2127923842,Diane C. Lee,['Diane Lee'],0,,Psychology
9390643,A. Forster,"['Andrea Forster', 'Andrea Gabriele Forster', 'André Forster', 'A. G. Forster', 'Andrea G. Forster', 'Andrea G Forster']",193,,Sociology
46295387,James S. Miller,['James S Miller'],57,,None
38938304,K. Brewster,"['K L Brewster', 'Karin L. Brewster', 'Karin Brewster', 'Karin L Brewster']",3405,,Sociology
23663117,C. Giannakopoulos,"['C Giannakopoulos', 'C K Giannakopoulos', 'C. Giannakopoulos', 'Christos K Giannakopoulos', 'Christos Giannakopoulos', 'Ch K Giannakopoulos']",57,,Physics
2096527,G. Wang,"['Guangchang Wang', 'Guanghui Wang', 'Guang-jie Wang', 'Guang-hui Wang', 'Guangli Wang']",85639,,Psychology
145394674,Charitha Elvitigala,['Charith Elvitigala'],88,,Sociology
2166477159,G. B. Erikstad,,0,,Physics
3153525,R. Gilli,"['R Gilli', 'R M Gilli', 'Roberto Gilli', 'R.m. Gilli', 'R. Gilli', 'Robert Gilli']",17721,,Physics
1727853,John K. Tsotsos,"['J Tsotsos', 'J K Tsotsos', 'J. K. Tsotsos', 'John Tsotsos', 'J. Tsotsos', 'John K Tsotsos']",13724,,Psychology
49944201,Z. Oravecz,"['Z. Oravecz', 'Zita Oravecz']",1277,,Psychology
1828604,Yan Leng,,166,,Psychology
2589099,B. Ewers,"['B. E. Ewers', 'Brent E. Ewers', 'Brent E Ewers', 'B. Ewers', 'B.e. Ewers', 'Brent Ewers', 'B E Ewers']",8341,,Sociology
1795895,B. Spisak,"['B. R. Spisak', 'Brian Spisak', 'Brian R. Spisak']",748,,Sociology
