authorId,name,aliases,citationCount,papers,fieldsOfStudy
2091166,J. Hollmén,"['Jaakko Hollmén', 'Jaakko. Hollmen', 'J. Hollmén', 'J. Hollmen', 'J Hollmén', 'Jaakko Hollmén', 'Jaakko Hollmen']",3179,,Sociology
2115768425,Yuhong Wang,,1913,,None
49692793,B. Bikbov,"['B T Bikbov', 'Boris Bikbov', 'Boris T. Bikbov', 'Boris T Bikbov', 'B. Bikbov', 'B Bikbov']",92194,,Psychology
5429667,A. Vavassori,"['A Vavassori', 'A. Vavassori', 'Andrea Vavassori']",1492,,None
48098508,Robert Ancuceanu,"['Robert Ancuceanu', 'Robert Viorel Ancuceanu', 'Robert V Ancuceanu']",6862,,Political Science
84583464,Monica Bhole,,71,,Psychology
134493847,M. G. Winnick,"['M G Winnick', 'Michael G. Winnick']",4104,,Physics
122493159,Manuel Kleinert,,22,,Sociology
8582590,Joan García Román,"['Joan Garcia Roman', 'Joan García Roman']",47,,Sociology
3235987,S. Kruikemeier,"['S. Kruikemeier', 'Sanne Kruikemeier']",2087,,Sociology
2116707308,Alessandra Locatelli Smith,,3,,Medicine
6986008,E. Foverskov,"['E Foverskov', 'Else Foverskov']",380,,Sociology
1416681695,Musa al-Gharbi,"['Musa Al-gharbi', 'Musa Al‐gharbi']",62,,Sociology
82345744,R. C. Veloso,"['Rita C. Veloso', 'Rita Cabral Veloso']",10,,Medicine
2072539781,Zhi Qi,,31,,Medicine
35386454,Dongyu Liu,,557,,None
79384348,Yehor Lyebyedyev,,19,,Political Science
9217508,Manvir Singh,,700,,Sociology
144680206,C. Boake,"['Christine R.b. Boake', 'Christine R. B. Boake', 'Christine R Boake', 'Christine R. Boake', 'C R Boake', 'Christine R B Boake', 'C Boake', 'C.r.b. Boake', 'C. R. B. Boake']",2047,,None
2063023815,Stanford University,['St Mary University'],13,,None
2592694,Haewoon Kwak,,13227,,Sociology
51085373,F. Bowles,"['F. H. Bowles', 'Frank Bowles', 'Frank H. Bowles', 'Frank Hamilton Bowles']",190,,Sociology
145353803,C. Scott,"['Carol Scott', 'C. Scott', 'Carol E Scott', 'C Scott', 'C E Scott', 'Carol E. Scott', 'C. E. Scott']",19954,,Philosophy
4204819,R. Pruthi,"['Rajat Pruthi', 'R Pruthi', 'R S Pruthi', 'Raj Pruthi', 'Raj S. Pruthi', 'R.s. Pruthi', 'Raj S Pruthi', 'Raj Som Pruthi']",11232,,Psychology
1939367,Paramveer S. Dhillon,"['Paramveer Dhillon', 'Paramveer S Dhillon', 'Paramveer Singh Dhillon']",1095,,Psychology
1939185,S. Weissman,"['Sherman Morton Weissman', 'S. Weissman', 'Sherman Weissman', 'Shermanm . Weissman', 'S M Weissman', 'Sherman M Weissman', 'S Weissman', 'Sherman M. Weissman', 'S. M. Weissman']",39261,,Psychology
2118959468,Hang Liu,['Han Liu'],1621,,None
49226277,M. Dumas,"['M. Dumas', 'Marion Marie Dumas', 'Marion Dumas']",70,,Sociology
32406770,B. White,"['B A White', 'B.a. White', 'Bryan A White', 'Bryan White', 'Bryan A. White', 'Brian Andrew White', 'B. A. White', 'B White']",16272,,Sociology
5256914,Gregory Schraw,"['Gregory Schraw', 'Gregg Schraw', 'Gregory J. Schraw']",15911,,Sociology
3050386,K. Pelckmans,"['K Pelckmans', 'K. Pelckmans', 'Kristiaan Pelckmans']",2623,,Psychology
1759447,L. Palen,"['L. Palen', 'Leysia Palen']",15697,,Sociology
2106060717,P. Bons,"['P C Bons', 'P. Bons', 'P. C. Bons', 'Pascal Bons']",39,,Physics
52229960,R. Afhami,"['R Afhami', 'Reza Afhami']",185,,Sociology
144205779,P. Berman,"['P A Berman', 'P Berman', 'Peter Berman', 'Peter A. Berman', 'P. Berman']",6276,,Sociology
66925905,Z. Strumpf,"['Z. B. Strumpf', 'Z.b. Strumpf', 'Zachary Strumpf']",8,,None
13894729,L. Stawarz,"['L Stawarz', 'Lukasz Stawarz']",9288,,Physics
41018577,L. Cairns,"['L Cairns', 'Lauren Cairns', 'Lauren V Cairns']",40,,None
114986451,Yuvay Jeanine Meyers,,58,,Sociology
66303791,Cecilia Reyna,,211,,Sociology
70593059,D. Russler,"['D C Russler', 'Dan Russler', 'Daniel C. Russler', 'D. C. Russler', 'D Russler', 'Daniel Russler']",279,,None
81865368,Kieran Mepham,['Kieran Douglas Mepham'],815,,Sociology
2072842608,Dickens H. Akena,,0,,None
1695997,J. Chayes,"['Jennifer T. Chayes', 'J. T. Chayes', 'J T Chayes', 'J Chayes', 'Jennifer Chayes', 'Jennifer Tour Chayes', 'Jennifer T Chayes', 'J. Chayes']",10668,,Sociology
9745466,S. Mulay,"['S. B Mulay', 'S. B. Mulay', 'Shashikant Mulay']",480,,Physics
48008583,X. Fang,"['X Fang', 'X. Fang', 'Xia Fang']",163,,Psychology
145382428,C. Kyobutungi,"['C. Kyobutungi', 'C Kyobutungi', 'Catherine K Kyobutungi', 'Catherine K. Kyobutungi', 'Catherine Kyobutungi']",20221,,Psychology
2478983,D. Fisher,"['Dan Fisher', 'Dana Fisher', 'D. Fisher', 'D. R. Fisher', 'Dana R. Fisher', 'Dana R Fisher']",3163,,Sociology
7737288,U. California,"['U. California', 'Univ California', 'Univ. Of California', 'U California', 'Universityof California', 'University Of California', 'U.o. California', 'University Of Southern California', 'Univ.of California', 'University Of California.']",21493,,Psychology
20468384,J. Pieters,"['Jan G. Pieters', 'J. Pieters', 'J Pieters', 'Jan Pieters', 'J G Pieters', 'Jan G Pieters', 'J. G. Pieters', 'Janto Pieters']",2825,,Physics
13564189,G. Guzzardi,"['G Guzzardi', 'G. Guzzardi', 'Giuseppe Guzzardi']",906,,None
74950511,M. Schechter,"['M T Schechter', 'M Schechter', 'M. Schechter', 'M. T Schechter', 'Martin T Schechter', 'M. T. Schechter', 'Martint. Schechter', 'Martin Schechter', 'Martin T. Schechter']",20472,,Sociology
1758781,A. Mileo,"['A Mileo', 'Alessandra Mileo']",1433,,Political Science
2064860269,Jenő Pál,,57,,Engineering
2143740694,Ming Wang,,35,,None
30257861,G. Mansfield,"['G. Mansfield', 'Guy Mansfield']",138,,Computer Science
47182420,Yunfei Cai,['Yunfei Cai'],3574,,None
2136717075,Federica Puricelli,,1,,None
2789940,Pagona Tsormpatzoudi,,40,,Political Science
2026969640,Leonardo R. Arriola,"['Leonardo Arriola', 'Leonardo Rafael Arriola']",143,,Sociology
38623506,J. Michaud,"['J M Michaud', 'J. Michaud', 'Jeff Michaud']",372,,Computer Science
1397720369,D. Blanch-Hartigan,"['D Blanch-hartigan', 'D. Blanch-hartigan', 'Danielle Blanch-hartigan']",2076,,Sociology
96871578,D. Teichman,"['D Teichman', 'Doron Teichman']",475,,Sociology
2082767681,E. Duranti,['Ennio Duranti'],8,,Physics
101181846,Hanna-Mari Kinnunen,['Hanna Kinnunen'],13,,Political Science
4723720,H. Veling,"['H Veling', 'H. P. Veling', 'H. Veling', 'Harm Veling']",2683,,Psychology
32737144,M. Cristelli,"['M Cristelli', 'M. Cristelli', 'Matthieu Claudio Ascagne Cristelli', 'Matthieu Cristelli']",2006,,Physics
97549644,M. Will,"['M. Will', 'Marvin Will', 'Marvin Lee Will']",0,,None
145233898,J. Prins,"['Jan M. Prins', 'J. M. Prins', 'Jan\u2004m. Prins', 'Jan Prins', 'J Prins', 'J.m. Prins', 'Jan M Prins', 'J M Prins', 'Jann M. Prins']",14035,,Psychology
2082324186,Sara Morales-Izquierdo,,47,,Psychology
7249796,S. Hoorens,"['S Hoorens', 'S. Hoorens', 'Stijn Hoorens']",1203,,Sociology
2137458700,Conor A. Nixon,['Conor Nixon'],2,,Physics
4156872,R. Ropolo,"['R Ropolo', 'R. Ropolo', 'Roberto Ropolo']",742,,Physics
145250139,M. Correia,"['Miguel Correia', 'Miguel Nuno Dias Alves Pupo Correia', 'Miguel P. Correia', 'Miguel Pupo Correia']",5700,,Physics
144442863,Andrew Warr,['Andy Warr'],542,,Psychology
46280660,Ezra J. Coughlin,['Ezra J Coughlin'],84,,Medicine
66767587,L. Yuqing,"['L Yuqing', 'L. Yuqing', 'Li Yuqing', 'Liu Yuqing']",209,,Psychology
2172721541,Francesca Marazzi,,1,,Medicine
6623657,Kelly Finn,"['Kelly R Finn', 'Kelly R. Finn']",189,,Sociology
2132141844,Anjali Adukia,,7,,Geography
108814467,H. Rasch,"['Helmut F Rasch', 'H Rasch', 'Helmut. Rasch', 'H. Rasch', 'Helmut Rasch']",3081,,None
1779453,Le Song,['Le Song'],14890,,Physics
50609529,T. Sims,"['T. Sims', 'Tasha Nicholle Sims', 'Tasha N Sims', 'T Sims', 'Tasha N. Sims', 'Tasha Sims', 'T N Sims']",2942,,None
2595779,M. Lehto,"['M. Lehto', 'Martti Lehto']",110,,Sociology
6873992,T. Stappenbeck,"['T S Stappenbeck', 'Thad Stappenbeck', 'Thaddeus Stappenbeck', 'Thaddeus S. Stappenbeck', 'Thaddeus S Stappenbeck', 'Thad S. Stappenbeck']",24411,,None
2103510,Ashwin Bahulkar,,101,,Psychology
2663507,V. Chinchilli,"['Vernon Chinchilli', 'V. M. Chinchilli', 'Vern Chinchilli', 'Vernon M. Chinchilli', 'Vernon M Chinchilli', 'V. Chinchilli,', 'Vernon Michael Chinchilli', 'V. Chinchilli', 'V.m. Chinchilli', 'V M Chinchilli', 'V Chinchilli']",23210,,Psychology
145891577,Ruth Fong,"['Ruth C. Fong', 'Ruth Catherine Fong']",884,,None
117335021,T. Stefanenko,"['T. G. Stefanenko', 'T. Stefanenko', 'Tatiana Stefanenko', 'Tatiana G. Stefanenko']",97,,Sociology
37457970,A. Hoover,"['Andrew Hoover', 'A. Hoover', 'A Hoover', 'Andrew S Hoover', 'A.s. Hoover', 'A. S. Hoover', 'Andrew S. Hoover', 'A S Hoover']",2010,,Physics
3193229,P. Pärnamets,"['P. Pärnamets', 'Philip Pärnamets']",870,,Psychology
1869202,W. Huang,"['W. Huang', 'Wenyi Huang', 'Wenyi Vivien Huang']",1197,,Computer Science
2122195807,R. A. Mikhed,"['R A Mikhed', 'R.a. Mikhed']",4,,None
34924893,Porismita Borah,['Porismita Borah'],1959,,Sociology
2732269,B. Yamrom,"['B. Yamrom', 'Boris Yamrom']",7572,,Psychology
123873301,C. Roth,"['C Roth', 'Camille Roth']",63,,Sociology
2180507910,Darin Adra,,437,,Medicine
2083059362,Eva Negele,,95,,Psychology
50140300,N. Upadhayay,"['N Upadhayay', 'N. C Upadhayay', 'N C Upadhayay', 'N. Upadhayay', 'Namrata Upadhayay', 'N. C. Upadhayay']",177,,Psychology
7140907,A. Rauch,"['A. J. Rauch', 'A. Rauch', 'André Rauch', 'Andreas Rauch']",10332,,Sociology
98444808,S. Cavazzi,"['S. Cavazzi', 'Stefano Cavazzi']",227,,None
1783914,D. Watts,"['Duncan J. Watts', 'D. J. Watts', 'Duncan Watts', 'D J Watts', 'Duncan J Watts']",79638,,Sociology
1895296,C. Ioannou,"['C. C. Ioannou', 'Christos C Ioannou', 'Christos Ioannou', 'Christos C. Ioannou']",4523,,Sociology
117079236,S. Haslam,"['S. A. Haslam', 'S. Alexander Haslam', 'S. Haslam', 'S Alexander Haslam', 'Simon Haslam']",3291,,Sociology
2072214066,Balaji Rajagopalan,"['Balaji Rajagopalan', 'Bala Rajagopalan']",3,,None
2073195051,M. Dupré,['Matthew Dupre'],0,,Medicine
133979355,F. Schlünzen,"['F Schlünzen', 'F. Schlünzen', 'Frank Schlünzen']",1757,,Physics
3170233,B. Boeckmann,"['B Boeckmann', 'Brigitte Boeckmann']",25547,,None
36124320,Yan Zhang,"['Yan H. Zhang', 'Yan Hong Zhang', 'Yan X Zhang', 'Yan Jessie Zhang', 'Yan Mei Zhang', 'Yan Xia Zhang', 'Yan Lan Zhang', 'Yan Jie Zhang', 'Yan Gan Zhang', 'Yan Ling Zhang', 'Yan Zhang', 'Yan Yun Zhang', 'Yan Ru Zhang', 'Yan Hua Zhang', 'Yan Ning Zhang', 'Yan Qing Zhang', 'Yan Jun Zhang', 'Yan Na Zhang', 'Yan Bin Zhang', 'Yan Ji Zhang', 'Yan Qiu Zhang', 'Yan Ming Zhang', 'Yan Zhou Zhang', 'Yan Liang Zhang', 'Yan Bo Zhang']",19750,,Psychology
32673318,B. Weber,"['B Weber', 'B. Weber', 'Bernd Weber']",10960,,Psychology
52269660,G. Walkden,"['G. B. Walkden', 'George Walkden']",455,,Sociology
35512303,Maxime Peyrard,,779,,None
5382786,D. Kirsch,"['D. Kirsch', 'Douglas B. Kirsch', 'Douglas Benjamin Kirsch', 'Doug Kirsch', 'Douglas B Kirsch', 'Douglas Kirsch']",1193,,Psychology
121310159,Yunbai Zhang,"['Yun-bai Zhang', 'Yunbai Zhang']",156,,Geology
98766599,Justina Erčulj,['Justina Erculj'],10,,Sociology
2064114601,Cay Oertel,,10,,None
4652379,P. Lanzetta,"['P Lanzetta', 'P. Lanzetta', 'Paolo Lanzetta']",5113,,Political Science
1702610,Andrea Passerini,"['A Passerini', 'A.g. Passerini', 'A. . Passerini', 'A. Passerini', 'Angelo Passerini']",2207,,Physics
2026420,David Manheim,['D. Manheim'],290,,Sociology
2115659086,Song Han,,155,,Mathematics
145524013,H. Breitwieser,"['H Breitwieser', 'Helmut Breitwieser']",444,,Mathematics
1855371,M. Enquist,"['M Enquist', 'M. Enquist', 'Magnus Enquist']",7509,,Sociology
145986732,R. Montero,"['Rubén S Montero', 'Rubén Montero', 'Ruben S. Montero', 'R. Santiago Montero', 'R. S. Montero', 'R.s. Montero', 'Rubén S. Montero', 'Ruben Montero']",6344,,Physics
6012829,S. Yasukochi,"['S Yasukochi', 'S. Yasukochi', 'Satoshi Yasukochi']",1218,,Physics
134309836,Luca Lam,['Lucas Lam'],154,,Computer Science
2047695960,Annika Ang,,4,,Computer Science
145511365,Adrià Gascón,['Adria Gascon'],4171,,None
32705426,D. Mikulski,"['D. Mikulski', 'Dariusz G Mikulski', 'Dariusz Mikulski', 'Dariusz G. Mikulski']",325,,Political Science
32562191,U. Cetinçelik,"['Umran Cetinçelik', 'U Cetincelik', 'Umran Cetincelik', 'U Cetinçelik', 'U. Cetincelik']",235,,None
2110980250,Jian Xu,['Jian Ming Xu'],7,,None
1816294,A. Liotta,"['A Liotta', 'A. Liotta', 'Antonio Liotta']",5587,,Political Science
8403870,B. Kazanowska,"['B Kazanowska', 'B. Kazanowska', 'Bernarda Kazanowska']",1319,,None
2182694659,Katarzyna Filip,,12,,Medicine
4905577,Somenath Roy,['Somenath Roy'],5014,,Psychology
52644887,Khatri Purvesh,,2,,None
2067568289,Hao Yi,,0,,None
40655309,P. Sen,"['P. Sen', 'Prithviraj Sen']",4424,,None
1885387404,Lorenzo Argante,,17,,Medicine
40341729,Stefan Helfrich,,363,,Physics
14303927,A. Kang 'ombe,"['A Kang Ombe', ""Arthur R. Kang 'ombe"", ""A Kang 'ombe""]",127,,Psychology
1506383154,R. Tepper,"['R Tepper', 'Rob Tepper', 'Robert Tepper', 'Roberta L. Tepper']",173,,None
90222549,Peter Szovenyi,,47,,Biology
1746307,D. Sleeman,"['Derek H. Sleeman', 'Derek H Sleeman', 'D. Sleeman', 'Derek Sleeman', 'D. H. Sleeman', 'D Sleeman']",3760,,Sociology
2075714585,Sara McLanahan,"['Sara Mclanahan', 'Sara S. Mclanahan', 'Sara. Mclanahan']",5190,,Sociology
2205433565,Rick Winningham,['Rick E. Winningham'],0,,None
144115519,Michael H. Johnson,"['Michael H Johnson', 'Michael Hiroshi Johnson', 'Michael Johnson', 'Mi Johnson', 'Michael P. Johnson']",2501,,Political Science
116138459,Nneoma G Onyedire,"['Nneoma G. Onyedire', 'Nneoma Gift Onyedire']",92,,Psychology
118045788,J. de Brabander,"['J. De Brabander', 'Justin De Brabander']",675,,Medicine
47927490,M. Beck,"['Matthew Jon Beck', 'Matthewj. Beck', 'M J Beck', 'Matthew J Beck', 'Matthew Beck', 'Matthew J. Beck', 'Matt Beck']",1949,,Sociology
5384209,O. Norheim,"['Ole F Norheim', 'O Norheim', 'O. F. Norheim', 'O F Norheim', 'Ole F. Norheim', 'Ole Norheim', 'Ole Frithjof Norheim']",53153,,Sociology
10032840,Yinzhan Xu,,244,,Mathematics
5912180,A. Cichocka,"['A. Cichocka', 'Aleksandra Cichocka']",7188,,Sociology
35831419,A. Kraaijeveld,"['Alexander Kraaijeveld', 'Alex R. Kraaijeveld', 'Alex Kraaijeveld', 'A. R. Kraaijeveld', 'A R Kraaijeveld', 'Alex R Kraaijeveld']",3548,,Philosophy
41190215,K. Ebina,"['K Ebina', 'K. Ebina', 'Kuniyoshi Ebina']",298,,Political Science
2058627119,Barry Sanders,,12,,Computer Science
71137665,J. Duke,"['J Duke', 'J. S. Duke', 'Justin Duke']",348,,Medicine
2049410219,Kyle McDonell,,368,,Computer Science
3480649,M. Sevick,"['Mary A Sevick', 'Mary A. Sevick', 'M A Sevick', 'Ma Sevick', 'Mary Ann Sevick', 'M. A. Sevick', 'M.a. Sevick', 'Mary Sevick']",8383,,Sociology
103696363,Anthony Grubesic,['Anthony H. Grubesic'],32,,Political Science
2109125404,Jun-Cheol Park,['June Cheol Park'],145,,Medicine
107624849,Tomoyuki Tatsumi,['Tomoyuki Tatsumi'],53,,Sociology
2064933865,B. Davis,"['B. Davis', 'Bradley Davis']",14,,Engineering
2103378005,Massimo Perini,,5,,Computer Science
122566217,J. Redmond,"['J L Redmond', 'Josh Redmond']",23,,None
2675703,M. Hoegl,"['M. Hoegl', 'M.m. Hoegl', 'Martin Hoegl']",8265,,Sociology
21547686,A. Thomson,"['Alex N Thomson', 'Alexander N Thomson', 'Alexander Neilson Thomson', 'A. N. Thomson', 'Alexander N. Thomson', 'A N Thomson', 'Alec N. Thomson', 'Alex N. Thomson', 'A Thomson']",351,,Philosophy
71467646,Daniel Morató Osés,['Daniel Morato Oses'],15,,Geography
2151493047,M. Rao,"['M. R. K. Krishna Rao', 'Mahidhar Rao']",0,,Computer Science
46969271,Jian-hong Sun,"['Jian Hong Sun', 'Jian-hong Sun', 'Jianhong Sun']",57,,Physics
48400579,Teresa Braga,['Teresa Lloyd Braga'],252,,Sociology
12694442,Jonas Moons,,189,,Political Science
2054289779,E. Garrido,"['E Garrido', 'Elizabeth Garrido', 'Elizabeth Johana Iturrieta Garrido']",1012,,Psychology
2067333105,Tony Jebara,,0,,None
118788843,Stephen Utkus,"['Stephen P. Utkus', 'Steve Utkus']",2073,,Political Science
120250582,C. Han,"['Chulho Han', 'Chul Joo Han']",431,,Medicine
1804253,C. Sammut,"['C Sammut', 'C. Sammut', 'Claude Sammut']",5310,,Psychology
35628102,J. Heil,"['J A Heil', 'Jacob A Heil', 'Jacob Allen Heil', 'Jacob A. Heil', 'Jacob Heil']",28,,Sociology
5198360,Xinsheng Zhu,['Xinshen Zhu'],741,,None
2166645736,Guojie Zhang,['Guo-jie Zhang'],29441,,Philosophy
145467353,G. Semeraro,"['G. Semeraro', 'G. M. Semeraro', 'G Semeraro', 'Giovanni Semeraro', 'Giovanni Maria Semeraro']",8553,,Sociology
153305232,D. Grossman,"['D. Grossman', 'David Grossman']",111,,None
103022486,Alexandre Duval,,34,,Computer Science
1749350,Y. Zaki,"['Y. Zaki', 'Yasir Zaki']",1317,,None
144494993,R. Jones,"['Rosie Jones', 'Rosie R.j. Jones', 'Rosie S Jones']",6682,,Sociology
1866563428,Darkhan Medeuov,,4,,Sociology
2070670400,Charles Hack,,4,,Political Science
3427233,R. A. Hayes,"['R. A. Hayes', 'Rebecca A Hayes', 'Rebecca Anne Hayes', 'Rebecca A. Hayes']",1224,,Sociology
145952471,K. Hardy,"['K Hardy', 'Kathleen Hardy']",23,,Medicine
47464979,M. Ventresca,"['M. Ventresca', 'Marc J. Ventresca', 'Marc J Ventresca', 'Marc Ventresca']",6237,,Sociology
2054330161,S. Rosa,"['S. La Rosa', 'Stefano La Rosa', 'Stefano Rosa', 'S La Rosa']",0,,None
116115412,M. Hose,"['M. Hose', 'Martin Hose']",230,,Philosophy
5871631,C. Labandeira,"['Conrad C. Labandeira', 'C C Labandeira', 'Conrad Labandeira', 'C. C. Labandeira', 'C. Labandeira', 'Conrad C Labandeira']",10043,,Sociology
2043975,Azin Ghazimatin,,115,,None
72086521,Roger K. Thomas,"['Roger D. K. Thomas', 'Roger Kent Thomas', 'Roger K. Thomas', 'Roger K. Jr. Thomas', 'Roger Thomas', 'Roger K Thomas']",1316,,Sociology
3476289,R. Davenport,"['R. Davenport', 'R J Davenport', 'Romola Jane Davenport', 'Romola Davenport', 'Romola J. Davenport', 'Romola J Davenport', 'R Davenport']",6188,,Sociology
1922799,Sunah Suh,['Sun-ho Suh'],37,,Psychology
2153154547,David Livingstone Smith,,11,,Sociology
40952130,H. M. Falcon,"['H Marquez Falcon', 'H. R. Marquez Falcon', 'H.r. Marquez Falcon', 'Hugo Raymundo Marquez Falcon', 'H R Marquez Falcon']",4099,,Physics
6576844,J. Dawson,"['J. Dawson', 'Jeremy Dawson', 'J. F. Dawson', 'J Dawson', 'Jeremy F. Dawson', 'Jeremy F Dawson']",12057,,Sociology
3895607,W. Cho,"['W Cho', 'Wook-hyun Cho', 'Wook Hyun Cho']",236,,None
15545439,E. Tonini,"['E. Tonini', 'Eugenia Tonini']",33,,Physics
39385603,S. Husbands,"['Samuel Husbands', 'S. Husbands', 'S Husbands', 'Samantha Husbands', 'Sam Husbands', 'Samantha Katheryn Husbands']",228,,Sociology
2137561159,Jang-Young Kim,,5,,None
2819317,Prince O. Marokane,['Prince O Marokane'],0,,None
145063891,T. L. Porta,"['T La Porta', 'Thomas La Porta', 'T. La Porta', 'T. F. La Porta', 'Thomas F. La Porta', 'Tom La Porta']",9939,,None
2692230,N. Ramiller,"['N. C. Ramiller', 'Neil Clifford Ramiller', 'Neil Ramiller', 'Neil C. Ramiller']",2566,,Sociology
4598993,Yolanda Schaerli,,2110,,Physics
48009678,Yong Yuan,['Yongxing Yuan'],0,,Medicine
2114037099,George Zhu,,16,,None
39748526,J. Wachs,"['J H Wachs', 'Johannes Wachs']",2,,None
32738458,G. Navarra,"['G Navarra', 'Gianni Navarra', 'Gian Giacomo Navarra', 'G. Navarra', 'Gianni Maria Navarra']",10862,,Physics
34961992,S. Lopes,"['Sergio Marcos Pinto Lopes', 'Sérgio Lopes']",5,,Political Science
80129604,P. Boot,"['P. Boot', 'P. P. Boot', 'Peter Boot']",0,,Psychology
7241908,A. Hotwani,"['A Hotwani', 'A. Hotwani', 'Aneeta Hotwani']",647,,None
32641585,D. Ramasubramanian,"['D. Ramasubramanian', 'Deepak Ramasubramanian']",494,,None
48998993,Kevin Van Vaerenbergh,,7,,Engineering
38505535,Diana Steffen,,111,,Psychology
12623353,Camilla Griffiths,['Camilla M Griffiths'],238,,Psychology
1732947,I. Benbasat,"['I Benbasat', 'I. Benbasat', 'Izak Benbasat']",53820,,Sociology
2078654618,A. Forke,"['A. Forke', 'Anne Forke', 'Anna Forke']",44,,Sociology
2069874449,Eduardo López,"['Eduardo Lopez', 'Eduardo Luiggi Lopez']",509,,Sociology
144637689,R. Ludwig,"['Ralf J Ludwig', 'R. Ludwig', 'Ralf J. Ludwig', 'R Ludwig', 'R J Ludwig', 'Ralf Joachim Ludwig', 'Ralf Ludwig', 'R. J. Ludwig', 'R.j. Ludwig']",7695,,Psychology
12329285,Pallavi Chilka,,52,,None
1791431,Natasha Noy,"['Natalya Fridman Noy', 'Natalya F Noy', 'Natalya F. Noy', 'Natalya Noy', 'N F Noy', 'N. F. Noy']",26289,,None
2086307,C. Vreese,"['C. De Vreese', 'Claes H. De Vreese', 'Claes Vreese', 'C. H. De Vreese', 'Claes H. Vreese', 'Claes De Vreese', 'Claas De Vreese']",10084,,Sociology
152282709,S. Chow,"['S S Chow', 'Stephen Chow', 'Stephen S. Chow']",362,,Medicine
2109460351,Weixin Li,,311,,None
3467000,S. Yong,"['Siu Li Yong', 'S‐l Yong', 'Siu L Yong', 'S.l. Yong', 'S.‐l. Yong', 'S L Yong', 'S. L. Yong', 'Siu-li Yong', 'Siu‐li Yong']",3112,,None
66273808,Xi Chen,,318,,Sociology
3255812,Sajal Rustagi,,127,,None
4658320,E. França,"['Elisabeth Barboza França', 'Elisabeth Franca', 'Elisabeth B França', 'Elisabeth França', 'Elisabeth Barboza Franca', 'Elisabeth B. França', 'E França', 'Elisabeth B Franca', 'E B Franca', 'Elizabeth França', 'Elizabeth Barboza França']",8836,,Political Science
3247498,G. Fernie,"['Geoffrey R. Islington Fernie', 'G. Fernie', 'G Fernie', 'G R Fernie', 'Geoff R. Fernie', 'Geoffrey Fernie', 'Geoff R Fernie', 'Geoff Fernie', 'G. R. Fernie', 'G.r. Fernie', 'Geoffrey R. Fernie']",4290,,Sociology
47265115,Frederick Reiss,"['Frederick R. Reiss', 'Frederick R Reiss', 'Frederick Reiss', 'Fred R Reiss', 'Fred Reiss']",4622,,None
13348155,Jang-Hoon Lee,"['Jang Hoon Lee', 'Jango Lee']",6,,Medicine
2055787122,Ran Wei,,19,,None
144882446,L. Noldus,"['Lucas Noldus', 'Lucas Pjj Noldus', 'L. Noldus', 'Lucas P. J. J. Noldus', 'L. P. J. J. Noldus', 'Lucas P J J Noldus', 'L.p.j.j Noldus', 'Lucas P.j.j. Noldus', 'L. P J J Noldus', 'L.p.j.j. Noldus', 'L. P.j.j. Noldus']",4591,,Psychology
143731258,Richard Betts,['Richard K. Betts'],2,,None
2057458972,O. Scholten,['Olaf Scholten'],2203,,Sociology
48080731,A. Domínguez,"['A. Domínguez', 'A Domínguez', 'A. Doḿınguez', 'Alberto Domínguez', 'A. Dominguez', 'Alberto Dominguez', 'A. Domı́nguez', 'A Dominguez']",6169,,Physics
2072255433,Neil Barton,,72,,Sociology
2091462001,M. Cenzato,"['M. Cenzato', 'Marco Cenzato']",0,,None
2266596,J. V. van Weert,"['J C Van Weert', 'J.c.m. Van Weert', 'Julia C. M. Van Weert', 'Julia C.m. Van Weert', 'J C M Van Weert', 'Julia Cm Van Weert', 'Julia C M Van Weert', 'Julia Van Weert']",4548,,Psychology
144186778,Jeannie Hui,,61,,Computer Science
2067022583,Vanja Josifovski,,15,,Computer Science
73547986,Billy Liu,,61,,Computer Science
1699450,F. Stephan,"['F. C. Stephan', 'F. Stephan', 'Frank Stephan']",4827,,Psychology
2807264,G. Debreu,"['G Debreu', 'G. Debreu', 'Gérard Debreu', 'Gerard Debreu']",16502,,Sociology
3356351,Donna M. Zulman,"['Donna M Zulman', 'Donna Zulman']",3353,,Sociology
1404736410,W. O'Mahony,"[""W. O'mahony"", 'William O’mahony', ""W F O'mahony"", ""William O'mahony"", ""W O'mahony""]",1334,,None
4574900,Katarzyna Jaśko,['Katarzyna Jasko'],912,,Sociology
51096338,N. Simonian,"['N Simonian', 'N. Simonian', 'Nancy Simonian', 'N. E. Simonian']",7,,Psychology
2114108002,Wenlong Yuan,,5,,Medicine
144455219,A. Shaikh,"['A Shaikh', 'A. D. Shaikh', 'A. Shaikh', 'Aman Shaikh']",2891,,None
108116017,D. Diodato,"['D. Diodato', 'Dario Diodato']",412,,None
40585165,Matt C. Keener,"['Matt Keener', 'Matthew Christian Keener']",321,,Psychology
2110072325,Md. Mazharul Islam,['Md Mazharul Islam'],35,,Computer Science
47965755,K. Dombrowski,"['K. Dombrowski', 'Keith Dombrowski', 'Keith E Dombrowski', 'Keith E. Dombrowski']",1466,,Psychology
2097594128,Luciano A. Pedrini,,9,,Physics
1752722,F. Provost,"['F. Provost', 'Foster John Provost', 'Foster Provost', 'Foster J. Provost']",20886,,Psychology
2197415786,Apostolos Dedeloudis,,2,,Computer Science
2075119063,Matteo Bo,['Ma Bo'],0,,Engineering
34876221,M. Bezzi,"['M Bezzi', 'M. Bezzi', 'Michele Bezzi']",822,,Political Science
